ID_CENSO;Date;SECTOR;Species;Individuals;Notes;Starting time;Finishing time;Cloudiness;Wind speed;Wind direction;Waves
CP19930809;09-ago-93;MAZA;Chroicocephalus ridibundus;21;5 jævenes, 16 indeterminados;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;MAZA;Haematopus ostralegus;56;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;MAZA;Larus audouinii;21;7 subadultos, 11 inmaduros, 2 jævenes, 1 adulto.;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;MAZA;Larus fuscus;336;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;MAZA;Larus michahellis;223;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;MAZA;Sterna sandvicensis;55;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;MAZA;Sternula albifrons;1;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Calidris alba;15;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Corvus corax;6;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Haematopus ostralegus;2;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Larus audouinii;9;4 subadultos, 4 inmaduros, 1 joven;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Larus fuscus;72;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Larus michahellis;43;-;14:00;15:30;0;2;S;2
CP19930809;09-ago-93;ZACA;Sterna sandvicensis;11;-;14:00;15:30;0;2;S;2
CP19930817;17-ago-93;CAMA;Calidris alba;6;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;CAMA;Charadrius alexandrinus;1;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;CAMA;Corvus corax;2;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;CAMA;Hirundo rustica;2;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;CAMA;Larus audouinii;3;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;CAMA;Larus fuscus;65;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;CAMA;Larus michahellis;27;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Actitis hypoleucos;1;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Chlidonias niger;3;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Chroicocephalus ridibundus;6;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Haematopus ostralegus;103;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Larus argentatus;1;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Larus audouinii;32;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Larus fuscus;363;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Larus michahellis;202;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Sterna hirundo;1;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Sterna sandvicensis;38;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;MAZA;Sternula albifrons;5;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;ZACA;Calidris alba;20;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;ZACA;Corvus corax;3;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;ZACA;Larus audouinii;11;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;ZACA;Larus fuscus;139;-;11:15;12:05;4;1;SW;2
CP19930817;17-ago-93;ZACA;Larus michahellis;36;-;11:15;12:05;4;1;SW;2
CP19930823;23-ago-93;CAMA;Calidris alba;102;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;CAMA;Charadrius alexandrinus;3;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;CAMA;Corvus corax;2;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;CAMA;Larus audouinii;3;jævenes;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;CAMA;Larus fuscus;73;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;CAMA;Larus michahellis;22;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;CAMA;Sternula albifrons;2;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Calidris alba;12;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Charadrius alexandrinus;3;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Charadrius dubius;2;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Chlidonias niger;390;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Chroicocephalus genei;24;13 jævenes;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Chroicocephalus ridibundus;95;2 jævenes;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Corvus corax;1;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Haematopus ostralegus;149;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Larus audouinii;8;3 jævenes, 4 inmaduros, 1 subadulto;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Larus fuscus;496;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Larus michahellis;169;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Sterna sandvicensis;73;2 jævenes;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;MAZA;Sternula albifrons;50;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Calidris alba;22;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Charadrius alexandrinus;4;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Chlidonias niger;1;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Corvus corax;3;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Haematopus ostralegus;1;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Larus audouinii;2;1 inmaduro;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Larus fuscus;80;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Larus michahellis;19;-;11:40;13:45;4;1;S;2
CP19930823;23-ago-93;ZACA;Sterna sandvicensis;3;1 joven;11:40;13:45;4;1;S;2
CP19930830;30-ago-93;CAMA;Apus sp.;50;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;CAMA;Calidris alba;114;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;CAMA;Larus fuscus;165;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;CAMA;Larus michahellis;31;2 jævenes atropellados juntos junto a la entrada del rancho Chimbo;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;CAMA;Morus bassanus;2;jævenes;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;CAMA;Sterna sandvicensis;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Apus sp.;300;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Calidris alba;55;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Charadrius alexandrinus;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Charadrius dubius;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Chlidonias hybrida;7;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Chlidonias niger;45;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Chroicocephalus genei;14;1 joven;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Chroicocephalus ridibundus;153;1 individuo petroleado 60%;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Circus cyaneus;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Egretta garzetta;2;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Haematopus ostralegus;212;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Larus audouinii;1;adulto;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Larus fuscus;899;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Larus michahellis;158;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Limosa lapponica;7;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Morus bassanus;4;jævenes;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Philomachus pugnax;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Stercorarius parasiticus;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Sterna hirundo;70;1 joven;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Sterna sandvicensis;151;10 jævenes;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;MAZA;Sternula albifrons;390;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Apus sp.;50;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Calidris alba;10;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Charadrius alexandrinus;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Corvus corax;1;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Haematopus ostralegus;11;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Hirundo rustica;6;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Larus audouinii;1;Inmaduro;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Larus fuscus;194;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Larus michahellis;62;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Limosa lapponica;22;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Morus bassanus;6;jævenes;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Sterna sandvicensis;2;-;10:15;11:05;0;2;E;2
CP19930830;30-ago-93;ZACA;Sternula albifrons;2;-;10:15;11:05;0;2;E;2
CP19930907;07-sep-93;CAMA;Calidris alba;74;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;CAMA;Charadrius alexandrinus;47;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;CAMA;Haematopus ostralegus;1;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;CAMA;Larus audouinii;1;adulto, pico negro, foto;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;CAMA;Larus fuscus;140;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;CAMA;Larus sp.;23;Inmaduros de L.fuscus / L.michahellis;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;CAMA;Sterna sandvicensis;9;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Calidris alba;32;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Charadrius alexandrinus;1;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Chlidonias niger;294;19 en vuelo;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Chroicocephalus ridibundus;3;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Corvus corax;1;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Haematopus ostralegus;181;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Larus audouinii;5;1 casi adulto, 1 adulto, 3 segundo a±o;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Larus fuscus;435;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Larus sp.;64;Inmaduros de L.fuscus / L.michahellis;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Limosa lapponica;2;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Sterna hirundo;4;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Sterna sandvicensis;17;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;MAZA;Sternula albifrons;2;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Calidris alba;19;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Charadrius alexandrinus;3;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Corvus corax;2;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Haematopus ostralegus;19;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Larus audouinii;4;1 adultos, 3 segundo a±o;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Larus fuscus;145;-;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Larus sp.;27;Inmaduros de L.fuscus / L.michahellis;13:44;15:50;-;-;-;-
CP19930907;07-sep-93;ZACA;Sterna sandvicensis;11;-;13:44;15:50;-;-;-;-
CP19930914;14-sep-93;CAMA;Calidris alba;37;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;CAMA;Larus fuscus;89;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;CAMA;Larus sp.;14;Inmaduros de L.fuscus / L.michahellis;-;12:05;-;-;-;-
CP19930914;14-sep-93;CAMA;Limosa lapponica;2;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;CAMA;Sternula albifrons;2;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Calidris alba;3;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Charadrius alexandrinus;1;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Chroicocephalus genei;1;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Chroicocephalus ridibundus;13;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Haematopus ostralegus;205;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Larus audouinii;4;2 adultos, 1 casi adulto;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Larus fuscus;409;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Larus sp.;25;Inmaduros de L.fuscus / L.michahellis;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Sterna sandvicensis;11;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;MAZA;Sternula albifrons;2;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Charadrius alexandrinus;1;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Chroicocephalus ridibundus;1;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Corvus corax;3;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Haematopus ostralegus;9;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Larus audouinii;2;1 adulto, 1 casi adulto;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Larus fuscus;160;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Larus sp.;12;Inmaduros de L.fuscus / L.michahellis;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Limosa lapponica;2;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Sterna hirundo;18;-;-;12:05;-;-;-;-
CP19930914;14-sep-93;ZACA;Sterna sandvicensis;26;-;-;12:05;-;-;-;-
CP19930921;21-sep-93;CAMA;Calidris alba;198;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Charadrius alexandrinus;51;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Chroicocephalus ridibundus;1;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Larus audouinii;2;1 joven, 1 inmaduro con ocelos;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Larus fuscus;84;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Larus michahellis;11;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Limosa lapponica;2;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;CAMA;Sterna sandvicensis;2;1 joven;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Ardea cinerea;1;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Calidris alba;24;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Charadrius alexandrinus;2;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Chlidonias niger;186;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Chroicocephalus ridibundus;144;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Haematopus ostralegus;194;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Larus audouinii;2;1 joven, 1 inmaduro con ocelos;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Larus fuscus;474;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Larus marinus;1;Adulto;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Larus michahellis;179;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Limosa lapponica;1;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Morus bassanus;9;Jævenes;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Sterna sandvicensis;13;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;MAZA;Sternula albifrons;208;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Calidris alba;88;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Charadrius alexandrinus;8;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Chroicocephalus ridibundus;2;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Haematopus ostralegus;16;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Larus audouinii;6;1 subadulto, 3 inmaduros con ocelos, 1 jæven;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Larus fuscus;174;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Larus michahellis;26;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Melanitta nigra;14;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Morus bassanus;43;38 jævenes, 4 inmaduros.;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Sterna sandvicensis;6;-;12:45;14:25;0;0;No evaluable;2
CP19930921;21-sep-93;ZACA;Sternula albifrons;1;-;12:45;14:25;0;0;No evaluable;2
CP19930927;27-sep-93;CAMA;Calidris alba;42;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;CAMA;Charadrius alexandrinus;1;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;CAMA;Larus fuscus;61;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;CAMA;Larus michahellis;3;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;CAMA;Morus bassanus;1;Inmaduro;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;CAMA;Sterna sandvicensis;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Ardea cinerea;1;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Calidris alba;34;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Chlidonias niger;15;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Chroicocephalus genei;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Chroicocephalus ridibundus;209;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Haematopus ostralegus;177;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Larus audouinii;3;2 subadultos;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Larus fuscus;598;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Larus michahellis;123;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Larus sp.;100;L.fuscus / L.michahellis;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Limosa lapponica;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Morus bassanus;5;Jævenes;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Recurvirostra avosetta;9;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Sterna hirundo;71;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;MAZA;Sterna sandvicensis;120;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Calidris alba;17;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Charadrius alexandrinus;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Chroicocephalus ridibundus;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Corvus corax;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Haematopus ostralegus;17;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Larus audouinii;1;Inmaduro;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Larus fuscus;59;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Larus michahellis;5;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Larus sp.;60;L.fuscus / L.michahellis;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Limosa lapponica;2;-;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Morus bassanus;1;Joven;10:05;10:35;0;1;E;0
CP19930927;27-sep-93;ZACA;Sterna sandvicensis;1;-;10:05;10:35;0;1;E;0
CP19931004;04-oct-93;CAMA;Calidris alba;42;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;CAMA;Charadrius alexandrinus;15;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;CAMA;Chroicocephalus ridibundus;2;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;CAMA;Corvus corax;2;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;CAMA;Haematopus ostralegus;3;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;CAMA;Larus fuscus;158;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;CAMA;Morus bassanus;3;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Calidris alba;3;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Charadrius alexandrinus;4;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Chlidonias niger;13;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Chroicocephalus genei;1;Inmaduro;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Chroicocephalus ridibundus;57;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Corvus corax;2;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Haematopus ostralegus;230;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Larus audouinii;3;2 inmaduros (1 con ocelos);12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Larus audouinii;114;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Larus fuscus;450;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Limosa lapponica;1;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Sterna hirundo;101;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;MAZA;Sterna sandvicensis;172;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Calidris alba;10;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Charadrius alexandrinus;3;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Haematopus ostralegus;17;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Larus fuscus;43;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Larus michahellis;8;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Limosa lapponica;4;-;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Melanitta nigra;7;6 machos y 1 hembra;12:55;14:10;0;1;S;2
CP19931004;04-oct-93;ZACA;Morus bassanus;1;Joven;12:55;14:10;0;1;S;2
CP19931013;13-oct-93;CAMA;Charadrius alexandrinus;32;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Chlidonias niger;50;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Haematopus ostralegus;10;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Hirundo rustica;20;En paso por la playa hacia el este;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Larus fuscus;750;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Larus michahellis;55;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Limosa lapponica;2;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;CAMA;Sterna sandvicensis;12;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Calidris alba;180;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Chlidonias niger;7;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Chroicocephalus ridibundus;9;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Corvus corax;2;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Haematopus ostralegus;200;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Hydroprogne caspia;2;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Larus audouinii;5;4 inmaduros, 1 joven;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Larus fuscus;1230;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Larus michahellis;160;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Limosa lapponica;53;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Numenius arquata;24;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Numenius phaeopus;1;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Pluvialis squatarola;30;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Sterna hirundo;1;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;MAZA;Sterna sandvicensis;30;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;ZACA;Calidris alba;15;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;ZACA;Charadrius alexandrinus;2;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;ZACA;Charadrius hiaticula;1;-;10:05;12:00;4;3;S;3
CP19931013;13-oct-93;ZACA;Chroicocephalus ridibundus;5;-;10:05;12:00;4;3;S;3
