occurrenceID;Site Name;Polygon present (Yes/No);Country;Latitude*;Longitude*;Area (ha);Elevation maximum (m);Elevation minimum (m);Habitats;Globally Threatened Species;Common Name;Class;Family;Status 2002;Status 2005;Status 2006;Status 2007;Status 2008;Status 2009;status 2010;status 2011;staus 2012;;Range Description;IBA;Taxonomic Group;Taxonomic Group combined;Range Restricted Species;Globally Significant Congregations;References/Literature;Contacts;Notes;Threats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:nmk:endangeredSpeciesKenya:1;Arabuko-Sokoke forest;Yes;KE;-3.33;39,86666667;41600;210;0;;Anthreptes pallidigaster;Amani sunbird ;Aves;Nectariniidae ;EN;EN;EN;EN ;EN ;EN;EN;EN;EN;;Arabuko-Sokoke forest;Yes;B;A;+;;"IUCN 2004. 2004 IUCN Red List of Threatened Species. www.redlist.org, http://www.birdlife.org/datazone/ebas/index.html?action=SpcHTMDetails.asp&sid=8242&m=0, Bracebridge, 2005; Svendsen and Hansen, 1995; USDM Database";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
