order;group;date1;date2;name;year;w;i;Antal;month1;day1;month2;day2;no_one
LEPIDOPTERA;ACROLEPIIDAE;12/08/94;21/08/94;Acrolepiopsis assectella Zell.:;1994; 1 ex 12.-21.viii.;1;1;8;12;8;21;1
