"campaign","group","year","unit","subunit","site","factor","proximity","habitat","decimalLongitude","decimalLatitude","eventDate","recordedBy","event_id","date","datetime","camera_type","camera_id","scientificName","taxonRank","infraspecificEpithet","taxonRemarks","vernacularName","occurrenceStatus","individualCount","young","adult","dataGeneralizations","geodeticDatum","locationID","occurrenceID"
"T0","Large Mammals",2012,"Mediterranean Maquis","Judean Highlands","Aderet","Settlements","Far",NA,34.98161,31.665262,"2012-07-17/2012-07-27","Ohad Mass","T0_L_021","2012-07-17","2012-07-17 22:23:00","reconyx","CA28","Hyaena hyaena","species","","","","present",1,0,1,"Centroid for 9 camera locations, per year / unit / site / proximity / habitat / site.","WGS84","Mediterranean Maquis Judean Highlands Far Aderet","HAMAARAG:T0_L_021:1"
